"","year","month","day","pm2.5","DEWP","TEMP","PRES","Iws","Is","Ir"
"year3_month7_day20",2012,7,20,198.541666666667,24.25,28.625,1004.25,14.6266666666667,0,0
"year3_month7_day21",2012,7,21,171.625,24.375,25.7083333333333,1002.125,30.7833333333333,0,4.79166666666667
"year3_month7_day22",2012,7,22,16,20.125,27.6666666666667,998.625,18.21625,0,3.5
"year3_month7_day23",2012,7,23,31.9583333333333,20.2083333333333,27.125,1004.83333333333,8.71875,0,0
"year3_month7_day24",2012,7,24,66.4166666666667,21.7916666666667,26.7083333333333,1008.125,6.4975,0,0
"year3_month7_day25",2012,7,25,84.2916666666667,24.0416666666667,26.25,1007.29166666667,13.79,0,0.333333333333333
"year3_month7_day26",2012,7,26,57.1666666666667,24.2083333333333,25.3333333333333,1004,16.0170833333333,0,0.0833333333333333
"year3_month7_day27",2012,7,27,82.8125,24.625,26.25,1005.5,2.7175,0,0.125
"year3_month7_day28",2012,7,28,106.380092592593,25.375,27.5833333333333,1001.5,25.0583333333333,0,0.166666666666667
"year3_month7_day29",2012,7,29,85.4333333333333,21.6666666666667,28.3333333333333,999.166666666667,12.91125,0,0
"year3_month7_day30",2012,7,30,52.2907407407407,21.5,25.7083333333333,1004,6.01833333333333,0,0.916666666666667
"year3_month7_day31",2012,7,31,26.2708333333333,20.2083333333333,20.7083333333333,1006.66666666667,6.855,0,10.4583333333333
"year3_month8_day1",2012,8,1,12.5833333333333,20.0833333333333,21,1007.20833333333,13.48625,0,7.125
"year3_month8_day2",2012,8,2,18.9583333333333,20.625,25.25,1007.5,5.30958333333333,0,0
"year3_month8_day3",2012,8,3,56.6666666666667,23.25,26.5,1007.5,10.93625,0,0
"year3_month8_day4",2012,8,4,25.2916666666667,22.125,27.7916666666667,1007.375,12.4441666666667,0,0
"year3_month8_day5",2012,8,5,47,23.0416666666667,27.625,1010.79166666667,8.94291666666667,0,0
"year3_month8_day6",2012,8,6,64.3333333333333,23.8333333333333,28.2916666666667,1008.91666666667,11.0833333333333,0,0
"year3_month8_day7",2012,8,7,67.0833333333333,24.2916666666667,28.0416666666667,1006.66666666667,8.005,0,0
"year3_month8_day8",2012,8,8,77.3333333333333,24.75,28,1005,3.91,0,0.125
"year3_month8_day9",2012,8,9,38.0833333333333,21.375,27.5416666666667,1006.58333333333,6.45958333333333,0,0
"year3_month8_day10",2012,8,10,77.0416666666667,21.7916666666667,27.3333333333333,1006.45833333333,8.15916666666667,0,0
"year3_month8_day11",2012,8,11,94.5765503875969,21.3333333333333,24.6666666666667,1005.83333333333,4.8975,0,2.29166666666667
"year3_month8_day12",2012,8,12,42.5116279069767,20.875,24.2083333333333,1005.41666666667,26.1725,0,2.79166666666667
"year3_month8_day13",2012,8,13,22.953488372093,17.7916666666667,24.5833333333333,1009.04166666667,8.66416666666667,0,0.291666666666667
"year3_month8_day14",2012,8,14,55.0208333333333,16.7916666666667,21.5833333333333,1006.79166666667,19.5195833333333,0,0.0416666666666667
"year3_month8_day15",2012,8,15,52.375,17.9583333333333,24.2083333333333,1006.625,6.40541666666667,0,0
"year3_month8_day16",2012,8,16,74.0833333333333,19.6666666666667,25.5833333333333,1010.33333333333,12.6975,0,0
"year3_month8_day17",2012,8,17,124.041666666667,21.25,25.2083333333333,1007.83333333333,31.96625,0,0
"year3_month8_day18",2012,8,18,176.129444444444,22.7083333333333,24.4166666666667,1006.45833333333,29.0008333333333,0,0.666666666666667
"year3_month8_day19",2012,8,19,126.42,19.3333333333333,25.25,1006.375,7.15125,0,0
"year3_month8_day20",2012,8,20,66.58,21.5833333333333,25.2083333333333,1005.75,8.32666666666667,0,0.0416666666666667
"year3_month8_day21",2012,8,21,17.9955555555556,11.2083333333333,23.625,1013,14.1604166666667,0,0
"year3_month8_day22",2012,8,22,19.8333333333333,8.79166666666667,21.625,1015.91666666667,7.48583333333333,0,0
"year3_month8_day23",2012,8,23,77.2083333333333,14.8333333333333,22.125,1014.5,8.75416666666667,0,0
"year3_month8_day24",2012,8,24,85.625,14.9166666666667,23.0416666666667,1013.45833333333,8.355,0,0
"year3_month8_day25",2012,8,25,124.916666666667,16.5,23.3333333333333,1011.91666666667,10.7066666666667,0,0
"year3_month8_day26",2012,8,26,155.708333333333,18.5833333333333,24.5,1010.41666666667,15.92375,0,0
"year3_month8_day27",2012,8,27,67,21.75,25.25,1009.25,9.87625,0,0.25
"year3_month8_day28",2012,8,28,84,21.25,27.0833333333333,1002.75,3.68791666666667,0,0
"year3_month8_day29",2012,8,29,103.791666666667,20.875,28.2916666666667,1004.75,6.40791666666667,0,0
"year3_month8_day30",2012,8,30,239.083333333333,22.5416666666667,27.6666666666667,1008.875,5.34166666666667,0,0
"year3_month8_day31",2012,8,31,185.458333333333,23.0833333333333,27.75,1010.33333333333,11.4679166666667,0,0
"year3_month9_day1",2012,8,1,12.5833333333333,20.0833333333333,21,1007.20833333333,13.48625,0,7.125
"year3_month9_day2",2012,8,2,18.9583333333333,20.625,25.25,1007.5,5.30958333333333,0,0
"year3_month9_day3",2012,8,3,56.6666666666667,23.25,26.5,1007.5,10.93625,0,0
"year3_month9_day4",2012,8,4,25.2916666666667,22.125,27.7916666666667,1007.375,12.4441666666667,0,0
"year3_month9_day5",2012,8,5,47,23.0416666666667,27.625,1010.79166666667,8.94291666666667,0,0
"year3_month9_day6",2012,8,6,64.3333333333333,23.8333333333333,28.2916666666667,1008.91666666667,11.0833333333333,0,0
"year3_month9_day7",2012,8,7,67.0833333333333,24.2916666666667,28.0416666666667,1006.66666666667,8.005,0,0
"year3_month9_day8",2012,8,8,77.3333333333333,24.75,28,1005,3.91,0,0.125
"year3_month9_day9",2012,8,9,38.0833333333333,21.375,27.5416666666667,1006.58333333333,6.45958333333333,0,0
"year3_month9_day10",2012,8,10,77.0416666666667,21.7916666666667,27.3333333333333,1006.45833333333,8.15916666666667,0,0
"year3_month9_day11",2012,8,11,94.5765503875969,21.3333333333333,24.6666666666667,1005.83333333333,4.8975,0,2.29166666666667
"year3_month9_day12",2012,8,12,42.5116279069767,20.875,24.2083333333333,1005.41666666667,26.1725,0,2.79166666666667
"year3_month9_day13",2012,8,13,22.953488372093,17.7916666666667,24.5833333333333,1009.04166666667,8.66416666666667,0,0.291666666666667
"year3_month9_day14",2012,8,14,55.0208333333333,16.7916666666667,21.5833333333333,1006.79166666667,19.5195833333333,0,0.0416666666666667
"year3_month9_day15",2012,8,15,52.375,17.9583333333333,24.2083333333333,1006.625,6.40541666666667,0,0
"year3_month9_day16",2012,8,16,74.0833333333333,19.6666666666667,25.5833333333333,1010.33333333333,12.6975,0,0
"year3_month9_day17",2012,8,17,124.041666666667,21.25,25.2083333333333,1007.83333333333,31.96625,0,0
"year3_month9_day18",2012,8,18,176.129444444444,22.7083333333333,24.4166666666667,1006.45833333333,29.0008333333333,0,0.666666666666667
"year3_month9_day19",2012,8,19,126.42,19.3333333333333,25.25,1006.375,7.15125,0,0
"year3_month9_day20",2012,8,20,66.58,21.5833333333333,25.2083333333333,1005.75,8.32666666666667,0,0.0416666666666667
"year3_month9_day21",2012,8,21,17.9955555555556,11.2083333333333,23.625,1013,14.1604166666667,0,0
"year3_month9_day22",2012,8,22,19.8333333333333,8.79166666666667,21.625,1015.91666666667,7.48583333333333,0,0
"year3_month9_day23",2012,8,23,77.2083333333333,14.8333333333333,22.125,1014.5,8.75416666666667,0,0
"year3_month9_day24",2012,8,24,85.625,14.9166666666667,23.0416666666667,1013.45833333333,8.355,0,0
"year3_month9_day25",2012,8,25,124.916666666667,16.5,23.3333333333333,1011.91666666667,10.7066666666667,0,0
"year3_month9_day26",2012,8,26,155.708333333333,18.5833333333333,24.5,1010.41666666667,15.92375,0,0
"year3_month9_day27",2012,8,27,67,21.75,25.25,1009.25,9.87625,0,0.25
"year3_month9_day28",2012,8,28,84,21.25,27.0833333333333,1002.75,3.68791666666667,0,0
"year3_month9_day29",2012,8,29,103.791666666667,20.875,28.2916666666667,1004.75,6.40791666666667,0,0
"year3_month9_day30",2012,8,30,239.083333333333,22.5416666666667,27.6666666666667,1008.875,5.34166666666667,0,0
"year3_month10_day1",2012,10,1,51.25,8.125,16.5416666666667,1016,4.7875,0,0
"year3_month10_day2",2012,10,2,148.5,11.7083333333333,16.5,1014.04166666667,3.18291666666667,0,0
"year3_month10_day3",2012,10,3,73.1875,7.16666666666667,17.8333333333333,1012.41666666667,10.3933333333333,0,0
"year3_month10_day4",2012,10,4,12.7916666666667,4.33333333333333,18,1014.91666666667,7.0575,0,0
"year3_month10_day5",2012,10,5,43.75,8,17,1017.75,6.05291666666667,0,0
"year3_month10_day6",2012,10,6,95.875,7.41666666666667,17.125,1024.04166666667,7.02208333333333,0,0
"year3_month10_day7",2012,10,7,126.125,11.0833333333333,16.125,1022.79166666667,2.99625,0,0
"year3_month10_day8",2012,10,8,252.541666666667,12.625,16.4166666666667,1018.54166666667,3.8725,0,0
"year3_month10_day9",2012,10,9,124.541666666667,6.5,18.25,1014.70833333333,48.2183333333333,0,0.25
"year3_month10_day10",2012,10,10,16.625,-0.875,15.5416666666667,1020.125,33.6583333333333,0,0
"year3_month10_day11",2012,10,11,127.375,4.83333333333333,12.6666666666667,1015.91666666667,8.86333333333333,0,0
"year3_month10_day12",2012,10,12,167.625,6,11,1014,11.125,0,0
"year3_month10_day13",2012,10,13,43.3333333333333,6.04166666666667,11,1014.125,32.485,0,0
"year3_month10_day14",2012,10,14,40.8333333333333,7,14,1020,53.845,0,0
"year3_month10_day15",2012,10,15,103.083333333333,7,13.9583333333333,1020,75.205,0,0
"year3_month10_day16",2012,10,16,42.1458333333333,3.29166666666667,12.5833333333333,1018.54166666667,42.1216666666667,0,2
"year3_month10_day17",2012,10,17,22.7083333333333,-5.33333333333333,10.5,1019.58333333333,16.9816666666667,0,0
"year3_month10_day18",2012,10,18,60.0833333333333,0.791666666666667,10.7083333333333,1017.5,3.46291666666667,0,0
"year3_month10_day19",2012,10,19,169.333333333333,5.125,10.2916666666667,1017,2.08375,0,0
"year3_month10_day20",2012,10,20,213.479166666667,6.08333333333333,12.7083333333333,1017.75,7.26791666666667,0,0
"year3_month10_day21",2012,10,21,48.4166666666667,7,10.8333333333333,1020.875,5.90416666666667,0,2.29166666666667
"year3_month10_day22",2012,10,22,26.2916666666667,2.125,11.75,1017.91666666667,22.7829166666667,0,0
"year3_month10_day23",2012,10,23,72.625,3.45833333333333,10.2083333333333,1015.33333333333,2.73291666666667,0,0
"year3_month10_day24",2012,10,24,108.791666666667,3.33333333333333,13.5,1011.70833333333,6.16375,0,0
"year3_month10_day25",2012,10,25,191.333333333333,7.625,12.1666666666667,1016.66666666667,3.16583333333333,0,0
"year3_month10_day26",2012,10,26,279.875,11.7916666666667,13,1018.45833333333,3.40541666666667,0,0.0833333333333333
"year3_month10_day27",2012,10,27,158.416666666667,3.375,15.25,1016.95833333333,24.8095833333333,0,0
"year3_month10_day28",2012,10,28,24.625,-1.75,10.9166666666667,1025.95833333333,26.9270833333333,0,0
"year3_month10_day29",2012,10,29,39.7083333333333,0.916666666666667,10.7083333333333,1024.33333333333,6.53541666666667,0,0
"year3_month10_day30",2012,10,30,30.8125,-8.16666666666667,8.04166666666667,1023.41666666667,21.6783333333333,0,0
"year3_month10_day31",2012,10,31,27.75,-7.20833333333333,7.70833333333333,1020.41666666667,8.13375,0,0
"year3_month11_day1",2012,11,1,94.9583333333333,-1.625,7.375,1019.16666666667,4.39625,0,0
"year3_month11_day2",2012,11,2,161.291666666667,4.20833333333333,7.91666666666667,1019.91666666667,3.65083333333333,0,0
"year3_month11_day3",2012,11,3,148.75,6.5,7.875,1017.16666666667,14.8633333333333,0,3.45833333333333
"year3_month11_day4",2012,11,4,19.375,1.04166666666667,3.5,1011.66666666667,168.024583333333,0,17.5833333333333
"year3_month11_day5",2012,11,5,26.9583333333333,-3.29166666666667,7.08333333333333,1019.875,365.43875,0,0
"year3_month11_day6",2012,11,6,80.9583333333333,-1.20833333333333,6.16666666666667,1021.45833333333,40.4745833333333,0,0
"year3_month11_day7",2012,11,7,67.4583333333333,-3.79166666666667,7.75,1019.04166666667,35.4158333333333,0,0
"year3_month11_day8",2012,11,8,53.1666666666667,-2.5,6.45833333333333,1019.95833333333,48.7891666666667,0,0
"year3_month11_day9",2012,11,9,105.166666666667,2.54166666666667,7.45833333333333,1024.25,2.41666666666667,0,0
"year3_month11_day10",2012,11,10,77,2.79166666666667,5.875,1021.66666666667,11.4341666666667,0,2.75
"year3_month11_day11",2012,11,11,11.7916666666667,-11.25,4.04166666666667,1014.91666666667,172.62375,0,0
"year3_month11_day12",2012,11,12,21.0416666666667,-12.625,5.20833333333333,1017.66666666667,136.15625,0,0
"year3_month11_day13",2012,11,13,13.0416666666667,-16.9166666666667,3.33333333333333,1018.41666666667,187.728333333333,0,0
"year3_month11_day14",2012,11,14,35.875,-12.5,1.54166666666667,1024.875,55.0358333333333,0,0
"year3_month11_day15",2012,11,15,143.125,-5.04166666666667,1.41666666666667,1027.29166666667,2.04625,0.0416666666666667,0.25
"year3_month11_day16",2012,11,16,121.041666666667,-1.625,3.625,1021.79166666667,13.4604166666667,0.125,0
"year3_month11_day17",2012,11,17,63.625,-4.33333333333333,3.375,1019.95833333333,11.7516666666667,0,0
"year3_month11_day18",2012,11,18,130,-4.375,4.125,1018.95833333333,12.1029166666667,0,0
"year3_month11_day19",2012,11,19,30.2599206349206,-9.70833333333333,4.25,1024.41666666667,24.7891666666667,0,0
"year3_month11_day20",2012,11,20,81.2400793650794,-4.70833333333333,2.54166666666667,1022.95833333333,5.025,0,0
"year3_month11_day21",2012,11,21,259.666666666667,-2.5,2.375,1019.16666666667,1.875,0,0
"year3_month11_day22",2012,11,22,160.583333333333,-6.25,3.375,1023.75,20.7695833333333,0,0
"year3_month11_day23",2012,11,23,42.125,-14.0416666666667,0.958333333333333,1026.70833333333,13.6525,0,0
"year3_month11_day24",2012,11,24,150.5,-7.25,-0.416666666666667,1020.79166666667,3.18291666666667,0,0
"year3_month11_day25",2012,11,25,160.666666666667,-9.75,2.125,1020.125,17.2108333333333,0,0
"year3_month11_day26",2012,11,26,27.375,-15.6666666666667,2.95833333333333,1021.16666666667,43.05625,0,0
"year3_month11_day27",2012,11,27,185.25,-8.33333333333333,0.125,1012.5,4.26041666666667,0,0
"year3_month11_day28",2012,11,28,23.0833333333333,-16.4583333333333,2,1020.875,98.0716666666667,0,0
"year3_month11_day29",2012,11,29,69.0416666666667,-12.375,-1.83333333333333,1023.95833333333,1.9925,0,0
"year3_month11_day30",2012,11,30,36.25,-19.4166666666667,-3.33333333333333,1031.16666666667,30.1554166666667,0,0
"year3_month12_day1",2012,12,1,81.375,-12.25,-5,1030.29166666667,13.5975,0,0
"year3_month12_day2",2012,12,2,235.083333333333,-5.95833333333333,-4.79166666666667,1020.33333333333,2.68083333333333,0.125,0
"year3_month12_day3",2012,12,3,69.0416666666667,-14.2916666666667,-1.79166666666667,1021.16666666667,43.2129166666667,0,0
"year3_month12_day4",2012,12,4,91.9166666666667,-12.7916666666667,-3.66666666666667,1021.54166666667,2.30625,0,0
"year3_month12_day5",2012,12,5,14.2083333333333,-19.8333333333333,-4.33333333333333,1024.08333333333,53.43625,0,0
"year3_month12_day6",2012,12,6,70,-16.3333333333333,-6.95833333333333,1022.16666666667,2.755,0,0
"year3_month12_day7",2012,12,7,59.8333333333333,-18.625,-4.875,1023.79166666667,22.235,0,0
"year3_month12_day8",2012,12,8,13.1666666666667,-26.2083333333333,-7.33333333333333,1028,166.552916666667,0,0
"year3_month12_day9",2012,12,9,21.6875,-22.5416666666667,-4.91666666666667,1027.125,237.532083333333,0,0
"year3_month12_day10",2012,12,10,71.3333333333333,-13.75,-4.375,1029.33333333333,4.99208333333333,0,0
"year3_month12_day11",2012,12,11,137.041666666667,-10.875,-5.29166666666667,1032.5,5.34666666666667,0,0
"year3_month12_day12",2012,12,12,196.375,-4.875,-3.45833333333333,1029.125,19.8045833333333,1.5,0
"year3_month12_day13",2012,12,13,222.708333333333,-4.33333333333333,-1.83333333333333,1026.95833333333,19.5145833333333,0.25,0
"year3_month12_day14",2012,12,14,208.291666666667,-1.125,-0.5,1023.875,64.74375,7.66666666666667,0
"year3_month12_day15",2012,12,15,261.583333333333,-0.208333333333333,1.16666666666667,1023.79166666667,2.53041666666667,0,0
"year3_month12_day16",2012,12,16,139.875,-2.91666666666667,-1.375,1027.875,14.2995833333333,1.5,0.291666666666667
"year3_month12_day17",2012,12,17,32.5416666666667,-13,-3.08333333333333,1034.33333333333,68.7141666666667,0,0
"year3_month12_day18",2012,12,18,37.7916666666667,-16.6666666666667,-6.04166666666667,1035.875,30.3791666666667,0,0
"year3_month12_day19",2012,12,19,191.875,-10.5416666666667,-6.33333333333333,1029.20833333333,3.4575,0,0
"year3_month12_day20",2012,12,20,240.020833333333,-8.04166666666667,-5.54166666666667,1029.91666666667,6.87375,0.625,0
"year3_month12_day21",2012,12,21,130.166666666667,-10.5416666666667,-3.625,1029.20833333333,22.1433333333333,0.25,0
"year3_month12_day22",2012,12,22,24.375,-18.9166666666667,-6.25,1035.79166666667,29.8929166666667,0,0
"year3_month12_day23",2012,12,23,22.7014973958333,-23.875,-10.75,1036.29166666667,128.587916666667,0,0
"year3_month12_day24",2012,12,24,57.98828125,-19.5833333333333,-11.5416666666667,1028.20833333333,10.4675,0,0
"year3_month12_day25",2012,12,25,94.17578125,-23.875,-9.375,1038,22.2183333333333,0,0
"year3_month12_day26",2012,12,26,130.36328125,-17.125,-11.5,1035.75,1.93125,0,0
"year3_month12_day27",2012,12,27,166.55078125,-14.9166666666667,-10.25,1028.54166666667,10.7891666666667,0,0
"year3_month12_day28",2012,12,28,214.407877604167,-10.7916666666667,-6.625,1026.375,31.9020833333333,0.625,0
"year3_month12_day29",2012,12,29,44.2083333333333,-17.1666666666667,-4.58333333333333,1030.375,58.18125,0,0
"year3_month12_day30",2012,12,30,18.3333333333333,-19.375,-4.91666666666667,1025.5,57.6641666666667,0,0
"year3_month12_day31",2012,12,31,86.8333333333333,-15.9166666666667,-7.91666666666667,1018.875,4.78583333333333,0,0
"year4_month1_day1",2013,1,1,16.5,-20.5416666666667,-7.20833333333333,1023.66666666667,46.6466666666667,0,0
"year4_month1_day2",2013,1,2,18.4583333333333,-27.4583333333333,-10.5,1039.45833333333,233.05625,0,0
"year4_month1_day3",2013,1,3,24.5,-24.5833333333333,-9.875,1043.45833333333,96.3945833333333,0,0
"year4_month1_day4",2013,1,4,78.7916666666667,-21.0833333333333,-10.6666666666667,1032.79166666667,12.8416666666667,0,0
"year4_month1_day5",2013,1,5,66.4166666666667,-21.0833333333333,-7.58333333333333,1028.70833333333,8.88625,0,0
"year4_month1_day6",2013,1,6,131.083333333333,-17.5833333333333,-6.70833333333333,1027.66666666667,10.8383333333333,0,0
"year4_month1_day7",2013,1,7,144.166666666667,-15.7916666666667,-7.125,1025.25,6.33583333333333,0,0
"year4_month1_day8",2013,1,8,131.75,-17.5833333333333,-6.95833333333333,1031,30.8983333333333,0,0
"year4_month1_day9",2013,1,9,50.1666666666667,-19.4583333333333,-6.95833333333333,1030.625,5.38166666666667,0,0
"year4_month1_day10",2013,1,10,242.916666666667,-13.0833333333333,-8.29166666666667,1027.70833333333,6.87333333333333,0,0
"year4_month1_day11",2013,1,11,363.75,-7.79166666666667,-3.875,1024.08333333333,3.72291666666667,0.0416666666666667,0
"year4_month1_day12",2013,1,12,541.895833333333,-10.0833333333333,-7.375,1023.16666666667,3.33375,0,0
"year4_month1_day13",2013,1,13,432.5,-6.5,-3.58333333333333,1024.54166666667,5.1425,0,0
"year4_month1_day14",2013,1,14,306.083333333333,-7.5,-4.625,1027.33333333333,10.6541666666667,0.0833333333333333,0
"year4_month1_day15",2013,1,15,114.333333333333,-7.45833333333333,-4.95833333333333,1026.25,32.2404166666667,0.625,0
"year4_month1_day16",2013,1,16,118.979166666667,-13.8333333333333,-4.04166666666667,1032.95833333333,8.69958333333333,0,0
"year4_month1_day17",2013,1,17,65.1666666666667,-15.625,-3.66666666666667,1037.125,8.66166666666667,0,0
"year4_month1_day18",2013,1,18,271.541666666667,-12.25,-5.58333333333333,1027.375,2.84875,0,0
"year4_month1_day19",2013,1,19,202.916666666667,-10.25,-2.41666666666667,1029.45833333333,3.985,0,0
"year4_month1_day20",2013,1,20,104.208333333333,-5.83333333333333,-2.41666666666667,1030.83333333333,2.68,1.5,0
"year4_month1_day21",2013,1,21,150.208333333333,-5.83333333333333,-2,1028.91666666667,6.46291666666667,0,0
"year4_month1_day22",2013,1,22,184.333333333333,-7.75,-6.20833333333333,1028.91666666667,6.61,1.16666666666667,0
"year4_month1_day23",2013,1,23,386.333333333333,-6.45833333333333,-5.08333333333333,1019.375,3.57583333333333,0.458333333333333,0
"year4_month1_day24",2013,1,24,28.9166666666667,-16.2083333333333,-0.708333333333333,1022.875,31.3625,0,0
"year4_month1_day25",2013,1,25,69.4583333333333,-15.9166666666667,-7,1023.91666666667,3.50041666666667,0,0
"year4_month1_day26",2013,1,26,157.458333333333,-10.9583333333333,-5.70833333333333,1027.41666666667,3.6475,0,0
"year4_month1_day27",2013,1,27,308.333333333333,-6.79166666666667,-5,1027.75,2.30875,0.0416666666666667,0
"year4_month1_day28",2013,1,28,399.375,-5.04166666666667,-1.83333333333333,1021.5,4.15333333333333,0,0
"year4_month1_day29",2013,1,29,440.166666666667,-5.25,-4.5,1025.33333333333,7.11916666666667,2.29166666666667,0
"year4_month1_day30",2013,1,30,278.125,-4.54166666666667,-2.95833333333333,1026.04166666667,9.46625,0,0
"year4_month1_day31",2013,1,31,181.333333333333,-2.20833333333333,-1.29166666666667,1023.95833333333,3.7975,0.5,0.625
"year4_month2_day1",2013,2,1,39.125,-11.1666666666667,-1.45833333333333,1028.375,9.75875,0,0
"year4_month2_day2",2013,2,2,44.9166666666667,-14.375,-3.04166666666667,1031.70833333333,11.2516666666667,0,0
"year4_month2_day3",2013,2,3,184.666666666667,-4.41666666666667,-2.83333333333333,1021,4.32291666666667,2.75,0
"year4_month2_day4",2013,2,4,42.5833333333333,-11.75,-3.16666666666667,1028.29166666667,12.7775,0,0
"year4_month2_day5",2013,2,5,90.8333333333333,-5.58333333333333,-3.45833333333333,1024.125,16.89625,0.25,0
"year4_month2_day6",2013,2,6,99.875,-15.4166666666667,-5.20833333333333,1026.25,31.4366666666667,0,0
"year4_month2_day7",2013,2,7,12.4166666666667,-24.8333333333333,-9.58333333333333,1038.375,21.8833333333333,0,0
"year4_month2_day8",2013,2,8,56.4583333333333,-19.75,-7.83333333333333,1035.79166666667,8.77541666666667,0,0
"year4_month2_day9",2013,2,9,190.125,-13.7916666666667,-4.83333333333333,1025.75,3.35375,0,0
"year4_month2_day10",2013,2,10,60.5,-18.9166666666667,-3.25,1030.66666666667,17.29125,0,0
"year4_month2_day11",2013,2,11,64.7916666666667,-13.8333333333333,-4.79166666666667,1032.66666666667,5.01083333333333,0,0
"year4_month2_day12",2013,2,12,113.708333333333,-11.625,-1.33333333333333,1025.91666666667,10.7629166666667,0.0416666666666667,0
"year4_month2_day13",2013,2,13,306.916666666667,-6.45833333333333,-2.29166666666667,1021.83333333333,7.91666666666667,0,0
"year4_month2_day14",2013,2,14,82.2083333333333,-16.9583333333333,0.375,1026.33333333333,25.4016666666667,0,0
"year4_month2_day15",2013,2,15,39.7916666666667,-15.25,-2.125,1028.08333333333,21.11625,0,0
"year4_month2_day16",2013,2,16,136.833333333333,-8.04166666666667,-1.625,1022.29166666667,10.1883333333333,0,0
"year4_month2_day17",2013,2,17,134.541666666667,-11.5833333333333,1,1020.41666666667,11.4341666666667,0,0
"year4_month2_day18",2013,2,18,22.7916666666667,-16.7916666666667,-0.291666666666667,1027.25,9.36833333333333,0,0
"year4_month2_day19",2013,2,19,30.125,-19.875,-3.125,1029.58333333333,18.1995833333333,0,0
"year4_month2_day20",2013,2,20,83.2916666666667,-14.1666666666667,-2.04166666666667,1027.375,9.4825,0,0
"year4_month2_day21",2013,2,21,201.875,-6.20833333333333,-2.04166666666667,1028.1875,5.66541666666667,0,0
"year4_month2_day22",2013,2,22,95.2916666666667,-16.6666666666667,0.75,1029.5,16.8341666666667,0,0
"year4_month2_day23",2013,2,23,135.166666666667,-13.75,0.583333333333333,1027.58333333333,3.01791666666667,0,0
"year4_month2_day24",2013,2,24,340.625,-7.45833333333333,0.541666666666667,1026.08333333333,1.89666666666667,0,0
"year4_month2_day25",2013,2,25,163,-3.70833333333333,-0.416666666666667,1027.20833333333,7.34041666666667,0.666666666666667,0
"year4_month2_day26",2013,2,26,205.583333333333,-4.83333333333333,1.375,1020.16666666667,25.2625,0,0
"year4_month2_day27",2013,2,27,247.708333333333,-8.70833333333333,5,1016.83333333333,6.92958333333333,0,0
"year4_month2_day28",2013,2,28,236.041666666667,-9.625,4.125,1014.54166666667,41.1433333333333,0,0
"year4_month3_day1",2013,3,1,10.4583333333333,-23.2083333333333,0.75,1032.41666666667,70.3283333333333,0,0
"year4_month3_day2",2013,3,2,42.7083333333333,-16.9166666666667,-0.0416666666666667,1032.875,5.85125,0,0
"year4_month3_day3",2013,3,3,104.666666666667,-13.2916666666667,3.95833333333333,1020.54166666667,5.73291666666667,0,0
"year4_month3_day4",2013,3,4,24.2083333333333,-15.0833333333333,8.70833333333333,1023.16666666667,11.3979166666667,0,0
"year4_month3_day5",2013,3,5,174.166666666667,-8.45833333333333,5.75,1016.70833333333,5.07875,0,0
"year4_month3_day6",2013,3,6,229.833333333333,-5.20833333333333,6.125,1013,13.8495833333333,0,0
"year4_month3_day7",2013,3,7,309.791666666667,-2.54166666666667,7.41666666666667,1008.125,2.04791666666667,0,0
"year4_month3_day8",2013,3,8,237.291666666667,-2.08333333333333,8.58333333333333,1005.16666666667,21.1429166666667,0,0
"year4_month3_day9",2013,3,9,67.5833333333333,-12.4583333333333,6.75,1009.04166666667,50.9945833333333,0,0
"year4_month3_day10",2013,3,10,39.25,-15.7083333333333,4.79166666666667,1026.375,23.9541666666667,0,0
"year4_month3_day11",2013,3,11,125.208333333333,-7.25,5.66666666666667,1019.95833333333,21.78,0,0
"year4_month3_day12",2013,3,12,149.166666666667,1.20833333333333,4.79166666666667,1014.16666666667,6.46208333333333,0,1.91666666666667
"year4_month3_day13",2013,3,13,21.875,-12.4166666666667,3.5,1028.25,9.01458333333333,0,0
"year4_month3_day14",2013,3,14,108.375,-4.33333333333333,3.125,1027.625,14.8283333333333,0,0
"year4_month3_day15",2013,3,15,248.25,-1.375,4.79166666666667,1020.375,1.84166666666667,0,0
"year4_month3_day16",2013,3,16,276.145833333333,-0.125,8.41666666666667,1022.45833333333,12.6466666666667,0,0
"year4_month3_day17",2013,3,17,339.041666666667,2.08333333333333,8.41666666666667,1008.20833333333,3.33333333333333,0,0
"year4_month3_day18",2013,3,18,72.2083333333333,-11.5416666666667,7.875,1006.58333333333,29.33375,0,0
"year4_month3_day19",2013,3,19,54.2916666666667,-1.29166666666667,1.91666666666667,1014.125,11.30375,0.458333333333333,0.333333333333333
"year4_month3_day20",2013,3,20,63.125,-4.08333333333333,1.16666666666667,1023.125,12.0304166666667,1.875,0
"year4_month3_day21",2013,3,21,153.833333333333,-2.54166666666667,3.79166666666667,1011,15.7379166666667,0,0
"year4_month3_day22",2013,3,22,70.9583333333333,-6.95833333333333,5.91666666666667,1017.20833333333,21.6033333333333,0,0
"year4_month3_day23",2013,3,23,57.0416666666667,-6.875,4.125,1014.20833333333,52.1475,0,0
"year4_month3_day24",2013,3,24,20.75,-15.25,4.41666666666667,1021.95833333333,9.90875,0,0
"year4_month3_day25",2013,3,25,112.979166666667,-7.16666666666667,4.83333333333333,1021.20833333333,8.86541666666667,0,0
